Song Title,Artist,Male0 / Female1/Other3,Publish Year,Length of Song,Length in Seconds,Solo0 / Group1,Main Chord Progression,Romance,Lyrics,Translated Lyrics ,bpm,danceability
发如雪,周杰伦,0,2013,,,0,"1,5,6,5,4,1,4,5",0,狼牙月 伊人憔悴 我舉杯 飲盡了風雪 是誰打翻前世櫃 惹塵埃是非 緣字訣 幾番輪迴 妳鎖眉 哭紅顏喚不回 縱然青史已經成灰 我愛不滅 繁華如三千東流水 我只取一瓢愛了解 只戀妳化身的蝶 妳髮如雪 淒美了離別 我焚香感動了誰 邀明月 讓回憶皎潔 愛在月光下完美 妳髮如雪 紛飛了眼淚 我等待蒼老了誰 紅塵醉 微醺的歲月 我用無悔 刻永世愛妳的碑 你髮如雪 淒美了離別 我焚香感動了誰 邀明月 讓回憶皎潔 愛在月光下完美 你髮如雪 紛飛了眼淚 我等待蒼老了誰 紅塵醉 微醺的歲月 啦兒啦 啦兒啦 啦兒啦兒啦 啦兒啦 啦兒啦 啦兒啦兒啦 銅鏡映無邪 紮馬尾 妳若撒野 今生我把酒奉陪,Spike Iraqis haggard month I drank a toast snow is past life who knocked cabinet dust alight non-edge tactics repeated reincarnation u suomei cry for love lost Even if history ashes I love eternal bustling east in thousands of water I just take a spoonful just love to know u love u butterfly incarnation of snow made a poignant farewell touched me incense to invite the moon who make love in the moonlight bright memories of perfect snow swirling u made me wait a tear old who mortal intoxication years I love you with devotion to carve the monument poignant parting your hair like snow touched my incense to invite the moon who make love in the moonlight bright memories you made the perfect snow swirling in tears I wait for old who mortal intoxication years la la children children children la la la la la children children children la la la la la children children la bronze mirrors reflect innocence ponytail if u run wild life I will fight in wine,116.4908905,1.2902807
爱久见人心,梁静茹,1,2012,,,0,"1,6,5,6,4,3,2,5",1,我冷漠 是不想被看出 太容易 被感動觸及 我比較喜歡 現在的自己 不太想 回到過去 我常常 為我們之間 忽遠忽近的關係 擔心或委屈 別人只一句話 就刺痛心裡 每一根神經  你的孤單 是座城堡 讓人景仰 卻處處防疫 你的溫柔 那麼緩慢 小心翼翼 脆弱又安靜 也許 我們都意會到 這次面對的幸福 是真的來臨 因為太珍惜 所以才猶豫 忘了先把彼此 抱緊  我不是流言 不能猜測你 瘋狂的遊戲 需要誰准許 別人怎麼說 我都不介意 我愛不愛你 日久見人心  存一寸光陰 換一個世紀 摘一片苦心 釀一滴蜂蜜 用盡了全力 只為在一起 我愛不愛你 愛久見人心  你的孤單 是座城堡 讓人景仰 卻處處防疫 你的溫柔 那麼緩慢 小心翼翼 脆弱又安靜 也許 我們都意會到 這次面對的幸福 是真的來臨 因為太珍惜 所以才猶豫 忘了先把彼此 抱緊  我不是流言 不能猜測你 瘋狂的遊戲 需要誰准許 別人怎麼說 我都不介意 我愛不愛你 日久見人心  存一寸光陰 換一個世紀 摘一片苦心 釀一滴蜂蜜 用盡了全力 只為在一起 我愛不愛你 愛久見人心  存一寸光陰 換一個世紀 摘一片苦心 釀一滴蜂蜜 用盡了全力 只為在一起 我愛不愛你 愛久見人心,I do not want to be seen too cold to be moved easily accessible I like to present myself I do not want to go back often between us suddenly away suddenly near relations concerns or grievances others only one sentence on each of my heart sting your nerves are castles alone but everywhere people admire you and epidemic prevention gentle and quiet so slowly and carefully fragile sense to happiness Maybe we are faced with this truly arrived too cherish why they hesitate forget to first hold each other I'm not crazy rumor that you can not guess who game requires permission how people say I do not mind if I love your time will feel an inch of time for a person pick a painstaking century brewing drop of honey best efforts together just for me love your love for a long time will tell you alone are castles but everywhere people admire you and epidemic prevention gentle and quiet so slowly and carefully fragile sense to happiness Maybe we are faced with this truly arrived too cherish why they hesitate forget the first hold each other I'm not crazy rumor that you can not guess who game requires permission how people say I do not mind if I love your time will feel an inch of time for a person pick a painstaking century stuffed with a drop of honey just tried my best to love your love with me long to see people feel an inch of time for a century off a painstaking brewing drop of honey best efforts just to love your love with me for a long time will tell,184.5703583,0.9637811184
爱情教会我们的事,周兴哲,0,2016,,,0,"3,6,7,3,7,1,6,4",,某座天橋 某一張合照 愛情來的預告 這世界 很微妙 越在乎想要 往往得不到 最後爭吵 誰都不示好 縱容寂寞咆哮 美好 取代不了 散場前又哭又笑 真的不是故意 傷你的心 還搞不懂原因 勇敢是我愛的 和愛我的人 教會我們的事情 多麼幸運 找到你 多麼堅定 我愛你 面對命運 好多難題 學不會放棄 多麼幸運 擁抱你 多麼遺憾 失去你 多麼可惜 錯過愛情 學會刻骨銘心 懷念都是你  最後爭吵 誰都不示好 縱容寂寞咆哮 美好 取代不了 散場前又哭又笑 真的不是故意 傷你的心 還搞不懂原因 勇氣是我愛的 和愛我的人 教會我們的事情 多麼幸運 找到你 多麼堅定 我愛你 面對命運 好多難題 學不會放棄 幸福有多美 答案誰能給 後悔都不再後悔 結局怎麼寫 時間 不可能倒退 想起你總會 流淚 多麼幸運 找到你 多麼堅定 我愛你 面對命運 好多難題 學不會放棄 多麼幸運 擁抱你 多麼遺憾 失去你 多麼可惜 錯過愛情 學會刻骨銘心 懷念都是你,A flyover of a trailer to a photo of love in this world is more subtle care are often not want to quarrel who is not a good show last condoned lonely roar better not be replaced before the finish laughing and crying did not mean to break your heart also do not understand is the reason I love the brave and I love the people taught us how lucky do you find how strong I love you face a lot of difficulties to learn fate will not give up so lucky to embrace how much you regret losing your love to learn how a pity to miss unforgettable memory of all who do not quarrel you a good show last condoned lonely roar better not be replaced before the finish laughing and crying did not mean to break your heart still do not understand the reason I love the courage and love my church we what a lucky thing to find how strong you I love you face a lot of difficulties to learn the fate of how the United States will not abandon happy to answer who can no longer regret regret the outcome of how to write time can not go backwards you will always think of how lucky find how much you cry I love you steadfast face the fate of a lot of problems can not learn how to give up how lucky you regret losing your embrace what a pity to miss the unforgettable love to learn all miss you,89.77513885,1.037935019
让我为你唱情歌,萧敬腾,0,2018,,,0,"6,7,2,6,1,5,7,3",,印象中妳帽子遮臉 在教室裡面 不發一語過每一天 眼神中有點落寞 有點藏著什麼 我問妳搖頭 眼光卻閃爍 遙控我感受 眼前的人帽子遮臉 轉角咖啡店 戴耳機隔絕了世界 我遞上一杯咖啡 妳笑著說謝謝 我知道是妳 溫暖了空氣 我又遇見妳 這次就 讓我為妳唱情歌 讓我對你說愛妳 請妳相信我的真心 別再害怕 天塌了我會扛下 最真實的童話 就差妳給我抱一下 妳有一種孤單的美 像琥珀裡面 透明卻封住了從前 過去我愛的純粹 如今愛的沉醉 我知道是妳 折射了美麗 讓我遇見妳 這次就 讓我為妳唱情歌  讓我為妳唱情歌 讓我對你說愛妳  讓我對你說愛～妳～ （讓我對你說）,Impression u hat covering her face in the classroom without a word each day to the eyes a little bit lonely hiding what I asked u but shake his head eyes flashing remote control in front of people I feel hat covering her face wearing headphones corner coffee shop cut off from the world I handed a cup of coffee u smiled and said thank you I know u warm air this time I met u let me sing love songs to you. I love you u u please believe my heart Do not be afraid I'll heavens down a truest fairy tale sent you for granting me hug u there is a lonely beauty like amber inside transparent but sealed to the past in the past and now I love the pure love drunk I know u reflects the beauty that I met u let me u sing love songs to me as u sing love songs for you let me love you. I love you ~ u ~ (let me say to you),85.5342865,1.171889544
天真有邪,林宥嘉,0,2016,,,0,"1,3,7,6,4,4,7,3",1,我已經 不能用單純 的語氣 再唱情歌 雖然表面上 我還是完整 那個我 可是身體𥚃 有個什麼 已被刺破 有一顆 我從小仰望 的星星 悄悄殞落 愛情的神經 以後 一快樂 就難過 會撒謊之前 有句話 再不說 讓你 笑過 就沒勇氣 赤裸∼ 你可知道 對我做過 什麼最殘忍 就是你 狠狠把我 一夜之間 變成了大人 奮不顧身 的天∼真 瞬間化成 一路走來 的傷痕 我懷念 我的笨 愛∼人 你太知道 害一個人 怎樣害一生 你在他 乾淨無菌 主題樂園 加進了壞人 可憐無邪那顆∼心 就是這樣 不知不覺 變得狠 狠得好歹 不∼分 有種 成熟 名叫墜落凡塵∼ 你可知道 對我做過 什麼最殘忍 就是你 狠狠把我 一夜之間 變成了大人 奮不顧身 的天∼真 瞬間化成 一路走來 的傷痕 我悼念 我的笨 愛∼人 你太知道 害一個人 怎樣害一生 你在他 乾淨無菌 主題樂園 加進了壞人 可憐無邪那顆∼心 突然明白 自私一點 不過份 勝於為你 自∼焚 請∼問 好想知道 這個世界 會有什麼人 願意把 第一枝槍 送給未經 污染的靈魂 雖然天地也不仁 若非必要 喚醒防禦的本能 能不能等一等,"I can not sing love songs with simple tone on the surface, but I'm still full body 𥚃 that I have had before after what has been punctured there is one I grew up looking at the stars quietly imminent demise nerve happy to sad love a lie words do not say no courage to make you laugh naked - you know what I did to you is the most cruel severely put me overnight into an adult day to really desperate moment into along the way I miss my wounds the person you are too stupid to know love ~ harm a person's life what harm you added the bad guys - the poor innocent heart is sinking, so he unwittingly becomes clean and sterile theme park at any rate not too severely - a kind of sub-called mature fall mundane - you know what I have done to you is the most cruel severely put me overnight into an adult day to really desperate moment along the way into the wounds I mourn my love stupid people - you know harm a person too What harm life you added the bad guys in his poor innocent sinking clean and sterile theme park - the heart suddenly understand a little selfish but were better than from burning ~ ~ please ask you really want to know what this world who are willing to put the first branch gun gave uncontaminated soul, although the world is not benevolence if not necessary wake-defense instinct can not wait",128.9712219,0.9254204631
伟大的渺小,林俊杰,0,2017,,,0,"1,3,6,4,5,1,3,6",0,一朵玫瑰被刺圍繞 也許它也渴望擁抱  海豚臉上總有微笑 也許淚被大海洗掉 是不讓人知道 你我幸福或難熬 好或糟 藏進外表的孤傲 其實我想要 一種美夢睡不著 一種心臟的狂跳 瓦解界線不被撂倒 奔跑 依靠 我心中最想要 看你看過的浪潮 陪你放肆地年少 從你眼神能找到 解藥 宇宙一絲一毫 偉大並非湊巧 我～握的手握好 我～或許很渺小 也絕不逃 夜晚星辰高調閃耀 也許是最後的燃燒 喔 候鳥能自由飛得高 也許是流浪的符號 可是誰又知道 你我曾有過煎熬 把客套 捍衛僅有的驕傲 其實我想要 一種美夢睡不著 一種心臟的狂跳 瓦解界線不被撂倒 奔跑 依靠 我心中最想要 看你看過的浪潮 陪你放肆地年少 從你眼神能找到 解藥 宇宙一絲一毫 偉大並非湊巧 我～握的手握好 我～或許很渺小 喔 那之前我要 抱你在逆流人潮 懂你每個淚和笑 從你故事中找到 美妙 努力不會徒勞 愛並非湊巧 我們握的手握好 我們就算很渺小 也絕不逃 握的手握好 我有多渺小 也做得到,"Maybe it's a rose tattooed around his face also eager to embrace the dolphins are always smiling tears may wash off the sea is not to let anyone know good or bad you look aloof hid my happiness or tough in fact, I want a dream sleep racing one cardiac collapse of boundaries is not running Liaodao rely on my mind most want to see you ever seen a wave of unbridled youth accompany you from your eyes can not find the antidote great universe shred happened to me - I'm a good hand grip - perhaps very small and never escaped a high-profile stars to shine at night may be the last combustion Oh migratory birds are free to fly high street may be a symbol, but who knows you and I have had the courtesy to defend suffering only the pride of fact, I want a dream sleep one cardiac collapse of the boundaries of racing will not be relying on my mind Liaodao run most want to see you ever seen a wave of unbridled youth accompany you from your eyes can not find the antidote great universe shred happened to me - good hand grip Oh ~ I may be very small and before that I want to hold you in countercurrent understand the crowd you laugh and every tear will not be in vain efforts to find a wonderful story of love from you is not a coincidence that we hold in the hand is good even if we can never escape the grip is very small the hand how good I can do it too small",125.2162704,0.977715373
最好的结局,八三夭,0,2012,,,1,"6,4,2,5,1,6,6,6",,如果傑克沒有 沉入大西洋底 如果英雄沒有 捨身炸掉彗星 如果每個故事 都像賀歲電影 愛就不會如此 刻骨銘心 於是 明白我 是經過 的場景 像配角 襯托著 他和你 全劇終 燈光還沒亮前 我還有 一秒哭泣 最美電影 不必有 最好的結局 最美愛情 只需要 永恆的曾經 如果心碎 能成全 你雋永劇情 為你犧牲 是我的榮幸  還可以成熟的 偶而互相關心 還可以像朋友 一起看場電影 你聊起了過去 我輕鬆的回應 假裝遺忘不難 沒關係 曾經 多平凡 多普通 的風景 多了你 多驚天 多動地 無奈你 離開我的生命 演你和他的續集  最美電影 不必有 最好的結局 最後一幕 不一定 是我守著你 如果再見 能成全 你小小任性 笑容是我給你 最後 慷慨的回憶 最美電影 不必有 最好的結局 最美愛情 只需要 永恆的曾經 如果心碎 能成全 你雋永劇情 為你犧牲 是我的榮幸 我的犧牲 能成全 你人生風景 才是我們 最好的結局,If Jack did not sink into the bottom of the Atlantic if the hero does not blow up the comet suicide if each story is like New Year movie love would not be so unforgettable So I understand that is the result of the scene before him like a supporting role off the lights and you are all watching the film before dawn I have one second cry the most beautiful movies do not have to have the best outcome of the most beautiful love only once if eternal timeless story of heartbreak can give you your sacrifice for you is my pleasure also mature occasionally care for each other can also watch a movie together as friends you easily I chatted about the past to respond to pretend it does not matter who is easy to forget more than ordinary multi-ordinary landscape much more than you shaking hyperactivity leave you no choice but to play you my life and the most beautiful sequel to his movie does not have to have the best outcome the last scene is not necessarily abandon you if I can give you your goodbye little wayward smile is the last I'll give you a generous memories of the most beautiful movies do not have to have the best outcome of the most beautiful love only once if eternal heartbreak can give you your story is timeless your sacrifice is an honor for me to sacrifice my life can give you your landscape is our best result,147.8272858,1.024944663
岩石里的花,邓紫棋,1,2018,,,0,"4,5,3,6,2,5,1,1",0,當 愛還在溫室裡醞釀  當眼裡只有彼此的臉龐 以為來日方長 像 最天真的孩子一樣 曾以為抱緊我那雙肩膀會永遠在身旁 時間像 最洶湧的巨浪 我們在懸崖上 寸步也艱難 但愛是 不回頭的流浪 雙眼若哭乾 就睡一場 岩石裡的花會開 離開的你會回來 黑夜再漫長 眼淚再流淌 緊握你的雙手絕不放 岩石裡的花會開 倔強的我會等待 無悔的等待 是我對你無聲的告白 像 沉入不見底的海洋 繁鬧世界裡的潮落潮漲 與我痛癢無關 倔強 是不被理解的勇敢 當世界一遍遍勸我投降我卻不曾絕望 思念像 被折斷的翅膀 流落回憶路上 飛不出過往 已把你 烙印在我心上 今夜一個人 也不孤單 岩石裡的花會開 離開的你會回來 黑夜再漫長 眼淚再流淌 緊握你的雙手絕不放 岩石裡的花會開 倔強的我會等待 無悔的等待 是我對你最瘋狂的愛 無悔的等待 因為愛 無悔的等待 岩石裡的花會開 離開的你會回來 黑夜再漫長 眼淚再流淌 緊握你的雙手絕不放 岩石裡的花會開 倔強的我會等待 無悔的等待 是我對你最瘋狂的愛,"When love is also brewing in the greenhouse when only has eyes for each other's face that Japan, longer like the most innocent child had thought would always hold me tight pair of shoulder beside the time like most turbulent waves of our lack of progress on the cliffs but also difficult love is not the wandering eyes back to sleep if Kugan rocks of a flower opening night away you will come back again long tears flowing again hold your hands never put rocks flowers will open stubborn I will I regret waiting waiting for you silent confession like sinking into the bottomless ocean bustling world of ebb tide up their primary concern has nothing to do with my stubborn courage is not to be understood when the world again and again advised me I do not have to surrender desperate yearning to be living like broken wings could not fly past memories of the road Has you imprinted in my heart tonight a man is not alone in the rock leaving the flowers will bloom again you will come back a long night of tears flowing again hold your hands never put a rock in the open flower stubborn I will wait no regrets waiting is my crazy love for you no regrets no regrets waiting waiting for love rocks flowers will leave you open will come back again a long night tears flowed again hold your hands never put rocks of the flowers will bloom I'll wait stubborn regret that I wait for your wildest love",116.6032181,1.013949871
寻人启事,徐佳莹,0,2014,,,0,"1,5,6,6,4,5,1,1",1,让我看看 你的照片  究竟为什么 你消失不见  多数时间 你在哪边  会不会疲倦 你思念着谁  而世界的粗糙  让我去到你身边 难一些  而缘分的细腻  又清楚地浮现 你的脸  有些时候我也疲倦  停止了思念 却不肯松懈  就算世界 挡在我前面  猖狂地说 别再奢侈浪费  我多想找到你 轻捧你的脸  我会张开我双手 抚摸你的背 请让我拥有你 失去的时间  在你流泪之前 保管你的泪 而世界的粗糙  让我去到你身边 难一些  而缘分的细腻  又清楚地浮现 你的脸  我多想找到你 轻捧你的脸  我会张开我双手 抚摸你的背  请让我拥有你 失去的时间  在你流泪之前 保管你的泪  有些时候我也疲倦  停止了思念 却不肯松懈  就算世界 挡在我前面  猖狂地说 别再奢侈浪费,"Let me see your photos exactly why you disappear on which side most of the time you will not miss who you tired and rough world around you to let me go harder and the fate of the delicate and clear look and see your face some tired when I stopped missing but refused to let up even if the world stand in front of me frantically saying stop extravagance and waste, I want you to find light holding your face I will spread my hands caress your back, please let me have you lost time keeping your tears until you cry and rough world around you to let me go harder and the fate of the delicate and clear look and see your face I want to find you holding your face light I will spread my hands caress your back, please let me have your lost time keeping your tears until you cry sometimes I miss too tired to stop but refused to let up even stop extravagance and waste in the world stand in front of me frantically",144.8574371,0.8864209056
不具名的悲伤,罗志祥,0,2012,,,0,"6,6,4,4,6,6,4,4",,我没有比 其他人强悍 这没有什麽好隐瞒 泪水和你一样烫 也会有心慌 只是不代表我要对人讲 工作很忙 没有谁不忙 我在工作之间流浪 剩下的未标示的时光 就像一个空罐 找不到任何事情 可以填满 有一种情绪是不具名的悲伤 跟我爱不到的那人彷佛无关 只有回忆发出的闷响 越听越觉遗憾 我可不可以什麽都不想 这是你留给我不具名的悲伤 我甚至说不出痛在哪个地方 爱不费一颗子弹 灵魂却洞穿 我投降 能不能把记忆关上 工作很忙 没有谁不忙 我在工作之间流浪 剩下的未标示的时光 就像一个空罐 找不到任何事情 可以填满 有一种情绪是不具名的悲伤 跟我爱不到的那人彷佛无关 只有回忆发出的闷响 越听越觉遗憾 我可不可以什麽都不想 这是你留给我不具名的悲伤 我甚至说不出痛在哪个地方 爱不费一颗子弹 灵魂却洞穿 我投降 能不能把记忆关上 越强烈的爱后劲越强 痛一直延长 在往后的每个夜晚 我以为时间是最好的偏方 治好的全都是皮外伤 我的不具名的悲伤 跟我爱不到的那人彷佛无关 只有回忆发出的闷响 越听越觉遗憾 我可不可以什麽都不想 这是你留给我不具名的悲伤 我甚至说不出痛在哪个地方 爱不费一颗子弹 灵魂却洞穿 我投降 能不能把记忆关上,"I have no powerful than others which have nothing to hide tears like you hot and flustered just does not mean I will have to speak to people who are very busy busy I did not stray rest between work time is not marked as empty a can not find anything that can fill there is a mood of sadness is not named with the man I love has nothing to do less than if only muffled memories issued heard the more I feel sorry could it be you do not want anything to stay give me anonymous sad I can not tell even painful place in which love does not cost a bullet pierced my soul has surrendered can not remember off the very busy street who is not busy I rest between work unlabeled time could not find anything like an empty can fill there is a mood of sadness is not named with the man I love has nothing less than the muffled as if only memories issued heard the more feel regret if I could do not want anything that you left me sad not to be named, I can not say even a single bullet has pierced my soul can not surrender to the more intense the stronger the memory of a caring stamina pain has been extended back pain at each place in which love does not cost I think the night time is the best remedies to cure all my skin trauma unnamed sadness with the man I love has nothing less than the muffled as if only memories issued heard the more feel regret if I could do not want anything that you left me sad not to be named, I can not tell even painful place in which love does not cost a bullet ripped through the soul, but I can not surrender his memory close",84.06106567,1.132909179
真的傻,徐佳莹,1,2019,,,0,"1,1,6,1,3,2,2,1",,追逐眼前 不断消失的背影 我触不到的距离 毫无保留 以为就能感动你 原来 差距像天地 我喜欢你 也喜欢我的机率 误差会有几厘米 爱不是谁够努力 就值得被珍惜 可我 总学不会放弃 我是真的想 一辈子 赖在你身旁 可是你的步伐 快到我 已经追不上 倘若是我 拖累你翱翔 愿从你 生命彻底被遗忘 我是真的想 独占你 不跟谁分享 可是我真的傻 才害你 黯淡了光芒 别担心我 是我不够好 你要找到比我 更爱你的人 爱你 她走向你 天造地设的美景 让我寂寞到透明 用尽全力喜欢你 越是弄疼爱情 真心 祝福你能幸福 我是真的想 一辈子 赖在你身旁 可是你的步伐 快到我 已经追不上 倘若是我 拖累你翱翔 愿从你 生命彻底被遗忘 我是真的想 独占你 不跟谁分享 可是我真的傻 才害你 黯淡了光芒 感谢是你 美好了回忆 你要找到比我 更爱你的人 爱你 我喜欢你 也喜欢我的机率 误差会有几厘米  Mm~,"Chase in front of disappearing from the reach of my back without reservation that you will be able to move like the original gap between heaven and earth I love you like I love the probability of error is not who will be a few centimeters efforts enough to deserve to be treasured but I always learn I will not give up, but you really want to rely on the pace of life is coming at your side I have to catch up if I drag you would like to fly from your life completely forgotten I really want to share with whom, but you do not monopolize I was really stupid harm you dim light I do not worry I am not good enough to you to find love you more than I love you strike your match made in heaven her beauty made me lonely transparent tried my best to like the more you're hurting love sincerely wish you happiness I really want my life depends on your pace, but coming at your side I have to catch up if I drag you would like to fly from your life completely forgotten I really do not want to monopolize whom you Share only stupid but I really harm you dim the light thanks to you wonderful memories you want to find the love you more than I love you I love you like my chances there will be a few centimeters error Mm ~",150.1373749,0.8968450427
我不知道爱是什么,艾怡良,1,2014,,,0,"5,2,4,4,1,2,5,2",,坦白来说 我不知道爱是什么 爱不爱你 多爱你 诸如此类的这些话 我都不知道是什么 所以不要与我交谈 不要揣测过头 如果这些都模糊了 你的基本认知 如果对你来说不够隽永 那么欢迎来到我的脑中 这里对爱没有解释 只有一些细微的撩动 例如 我直视你的眼神 与她不同 我走过你身边的角度 与她不同 我开口跟你说话的时机 与她不同 我用的词汇艰涩 与她不同 坦白来说 我不知道爱是什么 爱不爱你 多爱你 诸如此类的这些话 我都不知道是什么 所以不要与我交谈 不要揣测过头 如果这些都模糊了 你的基本认知 如果对你来说不够隽永 那么欢迎来到我的脑中 这里对爱没有解释 只有一些细微的撩动 例如 我直视你的眼神 与她不同 我走过你身边的角度 与她不同 我开口跟你说话的时机 与她不同 我用的词汇艰涩 与她不同 例如 我真的在乎 否则不会沉默 一如以往面无表情 却更汹涌 还期待或许是坏了规则 要的太多 或许爱是这样吧 那我不懂 我是独一无二的 你懂不懂 我的爱是什么 你得自己感受,"Frankly, I do not know what love is love your more than you love these things like I do not know what it is do not talk to me not to speculate too far if these are blurred if not your basic knowledge for you so Meaningful Welcome to my mind there is no explanation for love only some minor flicks such as I look into your eyes I walked with her different angles around you with me she will speak with you and her to me of the time use different words incomprehensible to her frankly, I do not know what love is love your love you like them, then I do not know what it is do not talk to me not to speculate too far if you have blurred If basic knowledge is not enough for you, then meaningful Welcome to my mind there is no explanation for love only some minor flicks such as I look into your eyes I walked with her different angles around you with me she will not open opportunity to speak with you and with me she used her incomprehensible words such as different I really do not care about otherwise silent deadpan as ever but more turbulent perhaps also expect the rules to be broken love is perhaps too much I do not understand that it is only one me you understand my love is what I need you to feel",123.76548,0.9115341306
如果你也聽說,张惠妹,1,2015,,,0,"5,1,5,6,6,4,5,5",,突然发现站了好久 不知道要往哪走 还不想回家的我 再多人陪只会更寂寞 许多话题关于我 就连我也有听过 我的快乐要被认可 委屈却没有人诉说 夜把心洋葱般剥落 拿掉防卫剩下什么 为什么脆弱时候 想你更多 如果你也听说 有没有想过我 像普通旧朋友 还是你依然会心疼我 好多好多的话想对你说 悬着一颗心没着落 要怎么附和 舍不得 又无可奈何 如果你也听说 会不会相信我 对流言会附和 还是你知道我还是我 跌跌撞撞才明白了许多 懂我的人就你一个 想到你想起我 胸口依然温热 许多话题关于我 就连我也有听过 我想我宁可都沉默 解释反而显得做作 夜把心洋葱般剥落 拿掉防卫剩下什么 为什么脆弱时候 想你更多 如果你也听说 有没有想过我 像普通旧朋友 还是你依然会心疼我 好多好多的话想对你说 悬着一颗心没着落 要怎么附和 舍不得 又无可奈何 如果你也听说 会不会相信我 对流言会附和 还是你知道我还是我 跌跌撞撞才明白了许多 懂我的人就你一个 想到你想起我 胸口依然温热 如果你也听说 有没有想过我 像普通旧朋友 还是你依然会心疼我 跌跌撞撞才明白了许多 懂我的人就你一个 想到你想起我 胸口依然温热 如果你想起我 你会想到什么,"Suddenly he found the station for a long time do not know where to go home I do not want others to follow suit will only become more lonely many more topics about me even I have heard of my happiness to be recognized wronged no one to tell the night his heart onion like peeling remove what is left of defense Why you more vulnerable when you want to hear if you have ever thought I like plain old friend or you still feel bad I have many, many words to say to you hung a heart to not landed how reluctant to go along and do nothing if you have heard of me will not believe the rumors will go along or do you know I came to realize that I stumbled a lot of people I know you thought you remembered my chest still warm on many topics I even I have heard I think I would rather have silence as the night but seemed artificial heart like peeling the onion remove the rest of the defense Why do you more vulnerable when you want to hear if you have ever thought I like plain old friend or you I still feel bad many, many words to say to you not landed hung a heart to go along with how reluctant they do nothing if you have heard of me will not believe the rumors will go along or do you know I came to realize that I stumbled I know a lot of people you thought you remembered my chest still warm if you have ever thought I heard like a plain old friend or do you still feel bad I stumbled came to understand a lot of people know what I think of you a you think my chest is still warm if you think of me what you think",117.4082642,1.082713604
怪美的,蔡依林,1,2018,,,0,"7,6,5,6,7,6,5,6",0,垂涎的邪恶 陪 我长大 在软烂中生长 社会 营养 过去坑疤的让我站稳了 那些神丑的评谁乱正的 喔我都笑哭了 这什么标准急着决定适者生存 爱我恨我非我 有一些外在我来自内在我 听谁说错的对的 说美的丑的 若问我我看我说 我怪美的 看不见我的美是你瞎了眼 称赞的嘴脸却转身吐口水 审美的世界谁有胆说那么绝对 真我假我自我看今天这个我 想要哪个我 听谁说错的对的 说美的丑的 若问我我看我说 我怪美的 谁来推我一把On to the next one 一路背着太多道德活着令人会喘 任谁去伤去想去讲不相关就别管 太婉转的相处灵魂拉扯左右为难 正负能量全都吃掉 美的丑的自有他存在的必要 爱恨随你各自喜好 拒绝你的伪善拥抱 想要活得显耀回应心中恶之必要 谁说错的对的 说美的丑的 若问我我说我呢怪美的,Covet evil with me growing up in a society grown soft rot pit scars of past nutrition let me comment firm those who God ugly mess positive Oh I laughed cried hurry to decide what criteria this survival of the fittest I hate love I have some not my inherent I said I'm from outside of the United States of anybody actually wrong ugly ask me if I think I said that I blame the United States can not see my beauty is the face of your blind praise but turned spat aesthetic the world who have the courage to say so absolutely true I fake my self I want to see today what I said on the ugly beauty of anybody actually wrong of me to ask me if I say that I blame the United States who is going to push me down on to the next one all the way to carrying too much moral alive will cause breath to hurt any who want to talk about irrelevant do not control too mildly to get along soul pulling a dilemma of its own positive and negative energy is necessary to love him eat all the beauty of existence ugly I hate their preferences as you refuse you want to live a hypocritical embrace renowned necessary to respond to evil minds who says wrong to say that the beauty of the ugly asked me if I said I do blame the United States,97.99269867,1.108436584
